Company,Address,Phone,Website,YELP Profile,Rating - stars,Number of reviews,Prices,Venue type
The Seven Stars,Thomas Lane Redcliffe Bristol BS1 6JG,0117 927 2845,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.7stars.co.uk&cachebuster=1639573836&website_link_type=website&src_bizid=vRa0YISOSdCFn2Jo8_dDiQ&s=f4661c4ea9a3b7be822b487837f228ef1912ebdf8ce4756ecdb5ecab22b3f4f5,https://www.yelp.co.uk/biz/the-seven-stars-bristol?osq=Sport+Bars,3.5 star rating,12 reviews,££,"Music Venues, Pubs"
Racks Bar & Kitchen,Saint Pauls Road Clifton BS8 1LX,0117 974 1626,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.racks-bristol.co.uk&cachebuster=1639573838&website_link_type=website&src_bizid=OSViXUyr4YjnJ2jq7g3I2w&s=8750f13067e6755fc73990f5806f36ddb69879173a6db79c7d6494cd24ec7a1c,https://www.yelp.co.uk/biz/racks-bar-and-kitchen-clifton?osq=Sport+Bars,3.5 star rating,18 reviews,££,"British, Venues & Event Spaces, Sports Bars"
Alterego,77 Whiteladies Road Clifton BS8 2NT,07789 968053,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.alteregobar.co.uk&cachebuster=1639573844&website_link_type=website&src_bizid=4A8ly4RtXB4q1fw6lfPdwQ&s=29d1e6e596d603d12350e346e7b7ec6b5af166f6854f3a8435239f15791d0bf0,https://www.yelp.co.uk/biz/alterego-clifton?osq=Sport+Bars,4 star rating,10 reviews,££,"Sports Bars, Cocktail Bars"
Rileys Sports Bar,15-19 Queens Road Clifton Bristol BS8 1QE,0117 929 4295,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.rileys.co.uk&cachebuster=1639573846&website_link_type=website&src_bizid=GDWnufwBYOdMt54jImnp3A&s=b7aae84794ebc797dc8f08378b232b41febecea5b1c9e9fea9fb4d8cf9a2825c,https://www.yelp.co.uk/biz/rileys-sports-bar-bristol?osq=Sport+Bars,3 star rating,9 reviews,££,"Pool & Snooker Hall, Sports Bars, Bingo Halls"
Beer & Skittles,14 Picardy Place Edinburgh EH1 3JT,0131 556 1289,,https://www.yelp.co.uk/biz/beer-and-skittles-edinburgh?osq=Sport+Bars,4.5 star rating,3 reviews,££,Cocktail Bars
Red Squirrel,21 Lothian Road Edinburgh EH1 2DJ,0131 229 9933,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.redsquirreledinburgh.co.uk%2F&cachebuster=1639573897&website_link_type=website&src_bizid=xOZ7bkrttSIGS4NZm49w5Q&s=c7d23d84c00c72089a7a9357b2229bad9f6c31100326afe15d716e2e8cadc2b6,https://www.yelp.co.uk/biz/red-squirrel-edinburgh?osq=Sport+Bars,4 star rating,79 reviews,££,"Pubs, Gastro Pubs"
The Ball Room,3 Jordan Lane Edinburgh EH10 4RB,0131 447 0440,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.ballroomscotland.com&cachebuster=1639573899&website_link_type=website&src_bizid=vRGWU14Q4GLx3Bcs8qErAA&s=12aff5fbc18053f1b8da156043fe3c795f0b105e19485f833b01ece98dcf3e78,https://www.yelp.co.uk/biz/the-ball-room-edinburgh-2?osq=Sport+Bars,5 star rating,2 reviews,££,"Pool & Snooker Hall, Pubs, Sports Bars"
McSorley's Irish Bar,14 Forrest Road Old Town Edinburgh EH1 2QN,0131 226 5954,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.mcsorleysbar.com&cachebuster=1639573902&website_link_type=website&src_bizid=SOLrbYk85owjJsyKkuc7DA&s=78d3a6be6a796338e873dbaf9f316786f7586224d51290d158afbb0f8b84b761,https://www.yelp.co.uk/biz/mcsorleys-irish-bar-edinburgh?osq=Sport+Bars,3.5 star rating,24 reviews,££,"Pubs, Music Venues, Irish"
Footlights Bar & Grill,7-11 Spittal Street Edinburgh EH3 9DY,0131 229 6466,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.footlightsbar.co.uk%2F&cachebuster=1639573905&website_link_type=website&src_bizid=HwtL9MS8alHmEOZiJGOgHw&s=aa2d13a44cea70c36d233370d98f193c004bafebe4d4e3ccd800a405e4b939ea,https://www.yelp.co.uk/biz/footlights-bar-and-grill-edinburgh-2?osq=Sport+Bars,3 star rating,14 reviews,££,"Sports Bars, Pubs"
The White Hart Inn,34 Grassmarket Edinburgh EH1 2JU,0131 226 2806,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.whitehart-edinburgh.co.uk&cachebuster=1639573912&website_link_type=website&src_bizid=czbRgBI2_JTgnRbgZoNfRA&s=6ced781ed5bcb48e644300394823fc14c155b4c6d30d079d142ecaba0e87d437,https://www.yelp.co.uk/biz/the-white-hart-inn-edinburgh?osq=pubs,4 star rating,92 reviews,££,Pubs
St Vincent,11 St Vincent Street Edinburgh EH3 6SW,0131 226 6861,,https://www.yelp.co.uk/biz/st-vincent-edinburgh?osq=snooker,4 star rating,8 reviews,££,"Pubs, Gastro Pubs"
Christies Bar,20 Kings Road Harrogate HG1 5JW,01423 538000,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.christiesbar.co.uk&cachebuster=1639573925&website_link_type=website&src_bizid=LsN2i2z7jrrqfzrrsuEMmA&s=4f993c8973023ace626c6f698b064128540e28957f54f3b7a7b8c8778a40488a,https://www.yelp.co.uk/biz/christies-bar-harrogate?osq=Sport+Bars,3.5 star rating,3 reviews,££,"Pubs, Sports Bars"
Manchester Arena,Victoria Station Hunts Bank Manchester M3 1AR,0161 950 5000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.manchester-arena.com&cachebuster=1639573940&website_link_type=website&src_bizid=JBWpXFRdAA-u58mZdbisIg&s=3bf98f56b12e7b16aa8f76e7b0160d9bb966bc3df65f0ba1dbf8113e7891ccdf,https://www.yelp.co.uk/biz/manchester-arena-manchester-2?osq=family+entertainment+centers,3.5 star rating,94 reviews,££,"Theatres, Arena & Stadiums, Music Venues"
Town Street Tavern,16-18 Town Street Horsforth Leeds LS18 4RJ,0113 281 9996,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.markettowntaverns.co.uk&cachebuster=1639573943&website_link_type=website&src_bizid=tNyXuzQXnJdAjTJUgB47pA&s=25d804e74d8e53b972922b60ad7e8ffc457d953d215a0f9db01a5dbc2ef35fd8,https://www.yelp.co.uk/biz/town-street-tavern-leeds?osq=snooker,4.5 star rating,13 reviews,£££,Pubs
The Clermiston Inn,9 Rannoch Road Edinburgh EH4 7EG,0131 339 5621,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.clermistoninn.co.uk&cachebuster=1639573950&website_link_type=website&src_bizid=UBBxj7JXCXC2OiYRcnGYsA&s=85ab2c94e3905f83d652e618a1339176576efd18d536cb0c410f915f62817787,https://www.yelp.co.uk/biz/the-clermiston-inn-edinburgh?osq=Sport+Bars,3 star rating,2 reviews,££,"Pubs, Sports Bars"
Canny Man's,237 Morningside Road Edinburgh EH10 4QU,0131 447 1484,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.cannymans.co.uk&cachebuster=1639573952&website_link_type=website&src_bizid=Wg6fKmeGi77hXs5nUBH1BA&s=e1c7ab194421f497fd698f3ccbe1175b95d85c60661f5396d4a5a0d7309108a4,https://www.yelp.co.uk/biz/canny-mans-edinburgh?osq=Sport+Bars,3.5 star rating,44 reviews,££,"Pubs, Seafood"
The Pub,Edinburgh Corn Exchange 11 Newmarket Road Edinburgh EH14 1RJ,0131 477 3500,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.edinburghcornexchange.com%2Fthe-pub&cachebuster=1639573955&website_link_type=website&src_bizid=Zclw4sTX3FC7EoJWqDcghA&s=ae5e4d94a1d6ec1f763433bf014b7cc84b0f0d64c7da03ecbcbd8dac186b988a,https://www.yelp.co.uk/biz/the-pub-edinburgh?osq=Sport+Bars,2.5 star rating,2 reviews,££,"Sports Bars, Pubs"
Links Bar,4 Alvanley Terrace Edinburgh EH9 1DU,0131 229 3834,,https://www.yelp.co.uk/biz/links-bar-edinburgh?osq=Sport+Bars,3.5 star rating,23 reviews,££,Bars
The Golf Tavern,30-31 Wrights Houses Edinburgh Edinburgh EH10 4HR,0131 221 5221,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.golftavern.co.uk%2F&cachebuster=1639573964&website_link_type=website&src_bizid=BvaOqGIBjCDp_nbX3TA8MQ&s=f826681a5857c0fba95cb8830d274142036115a86a017120b255c413d7cf0858,https://www.yelp.co.uk/biz/the-golf-tavern-edinburgh?osq=pubs,3.5 star rating,41 reviews,££,Pubs
Links Bar,4 Alvanley Terrace Edinburgh EH9 1DU,0131 229 3834,,https://www.yelp.co.uk/biz/links-bar-edinburgh?osq=snooker,3.5 star rating,23 reviews,££,Bars
Southpour,1-5 Newington Road Edinburgh EH9 1QR,0131 650 1100,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fsouthpour.co.uk&cachebuster=1639573976&website_link_type=website&src_bizid=89VzbB2jkOle19uIghsBlQ&s=8393bc1f716dd8637fb1e9096f43852e05f7a854f9ff18acab4389d2ead0faf2,https://www.yelp.co.uk/biz/southpour-edinburgh?osq=snooker,4 star rating,12 reviews,££,"Bars, Coffee & Tea Shops, Breakfast & Brunch"
Hub,8 Stainbeck Lane Leeds LS7 3QY,0113 269 8666,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.arcinspirations.com&cachebuster=1639573981&website_link_type=website&src_bizid=E_so6RwUfyoNVBXDKq95OQ&s=40a5ee6f2258b42ec50ca77ced59006ef8bb55dbb09f0764d31ee5f2eb2d2978,https://www.yelp.co.uk/biz/hub-leeds?osq=pubs,3.5 star rating,7 reviews,£££,"Pubs, Sports Bars, Wine Bars"
The Box,8 Otley Road Headingley Leeds LS6 2AD,0113 224 9266,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.arcinspirations.com%2Fbox%2F&cachebuster=1639573992&website_link_type=website&src_bizid=9WNEQ41t5s-lHHDOnT7O0A&s=3f3da63015e28b2240cd9256995c0bebd32d625916db7e3743798507c1f0787f,https://www.yelp.co.uk/biz/the-box-leeds?osq=snooker,3.5 star rating,14 reviews,£££,"Pubs, Lounges"
Shooters Sports Bar,123 A The Headrow Leeds LS1 5RD,0113 243 2300,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.shootersportsbar.co.uk&cachebuster=1639573994&website_link_type=website&src_bizid=9gxFp7ZklGj1VBaMqo4DwA&s=a1494ae302ec2a00d9abcd15a1c7c3eda472c4d9babbe7b1cd488336a78928f4,https://www.yelp.co.uk/biz/shooters-sports-bar-leeds?osq=snooker,2.5 star rating,5 reviews,££,Sports Bars
Kilted Pig,101 Colinton Road Edinburgh EH14 1AL,0131 444 1911,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.kiltedpig.co.uk%2F&cachebuster=1639573996&website_link_type=website&src_bizid=aVgpixKAb_g2hDYSSB7mpA&s=d8bc2280ce25f89e28a01a476bf3ba59165454899d79188aa0542dec5a28b015,https://www.yelp.co.uk/biz/kilted-pig-edinburgh?osq=Sport+Bars,3 star rating,8 reviews,££,Pubs
The Abbey,65 South Clerk Street Edinburgh EH8 9PP,0131 668 4862,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.abbeybar.co.uk&cachebuster=1639574000&website_link_type=website&src_bizid=HXCMb5AAQc67lV_P9j8-Ug&s=90021ff0318fb8738d8bbf3f6eeb217bf665cc31f6a2232c815e39d4c51d737d,https://www.yelp.co.uk/biz/the-abbey-edinburgh?osq=Sport+Bars,3.5 star rating,26 reviews,££,Pubs
The Pit,9 Merrion Street Leeds LS1 6PQ,0113 247 0601,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.arcinspirations.com%2Fthe_pit%2F&cachebuster=1639574003&website_link_type=website&src_bizid=brp_FDJbxGryHDCCkLHZ2w&s=ffa0a888790c1e0b0e11c86a19cce8814fc2d4c46f16506598045ba247e0c4ef,https://www.yelp.co.uk/biz/the-pit-leeds?osq=snooker,3.5 star rating,12 reviews,££,Bars
The Crown,1033 Great Horton Road Bradford BD7 4AH,01274 770776,,https://www.yelp.co.uk/biz/the-crown-bradford?osq=snooker,4.5 star rating,2 reviews,££,Pubs
The Packhorse,208 Woodhouse Lane Leeds LS2 9DX,0113 245 3980,,https://www.yelp.co.uk/biz/the-packhorse-leeds?osq=snooker,3 star rating,10 reviews,££,Pubs
Howies,10-14 Victoria Street Edinburgh EH1 2HG,0131 225 1721,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.howies.uk.com%2Fvictoria-street-edinburgh%2Flocation%2F&cachebuster=1639574016&website_link_type=website&src_bizid=_TqUO2XaxLQ9i_z3RM8puQ&s=892b917169051182b08c444ef3692ea3d42205560aa48bfe7dfddc4dd5c5a412,https://www.yelp.co.uk/biz/howies-edinburgh-4?osq=pubs,4 star rating,148 reviews,££,Scottish
The Southern,22-26 South Clerk Street Edinburgh EH8 9PR,0131 662 8926,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.thesouthern.co.uk%2F&cachebuster=1639574024&website_link_type=website&src_bizid=L4ivYHVCDpIE0SrPaCn0LA&s=7f79455b094778802dc0e2dc9fdcf31b51c171ad23f2875ec2962dc8299d5072,https://www.yelp.co.uk/biz/the-southern-edinburgh?osq=snooker,3.5 star rating,63 reviews,££,"Pubs, Gastro Pubs"
No 1 High Street Bar,1 High Street Edinburgh EH1 1SW,0131 556 5758,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.no1highstreetedinburgh.co.uk&cachebuster=1639574026&website_link_type=website&src_bizid=P2xP4OGyQJE8TUKWkjFazQ&s=8b1e01bac78df1f782be5306d0f027925626ab2f23a9dd8933595109d3770a97,https://www.yelp.co.uk/biz/no-1-high-street-bar-edinburgh?osq=snooker,3.5 star rating,33 reviews,££,Pubs
The Bingley Arms,37 Church Lane Bardsey Leeds LS17 9DR,01937 572462,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.bingleyarms.com&cachebuster=1639574033&website_link_type=website&src_bizid=SwtsimHSossqLb1ue5YNOg&s=2ff7920403508a5eda8afebfea9f56d50296b7fb18e43b5951e36c779e24aa9d,https://www.yelp.co.uk/biz/the-bingley-arms-leeds?osq=pubs,3.5 star rating,3 reviews,£££,Pubs
The Vesper Gate,Abbey Road Leeds LS5 3NG,0113 220 0961,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.sizzlingpubs.co.uk%2Fthevespergatekirkstall%2F&cachebuster=1639574042&website_link_type=website&src_bizid=Uyy1NZ5a28nYTmVeemeT3Q&s=b9723692eaeaf4c718b9e974d566b91ed2ffc12653fc03c18b1985f90b00d8b8,https://www.yelp.co.uk/biz/the-vesper-gate-leeds?osq=snooker,2.5 star rating,6 reviews,££,Pubs
White Cross Inn,Bradley Road Huddersfield HD2 1PR,01484 425728,,https://www.yelp.co.uk/biz/white-cross-inn-huddersfield?osq=snooker,4 star rating,,££,Pubs
Old Ball,Brownberrie Lane Horsforth LS18 5SB,0113 258 9139,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.theoldballleeds.co.uk&cachebuster=1639574050&website_link_type=website&src_bizid=Cn69CsOdzMjLiipQvt0iYQ&s=f94309d2345197aa750b85eb43c7de0bcf49a037ac9a0784983f09170b9ab5f7,https://www.yelp.co.uk/biz/old-ball-horsforth?osq=snooker,3.5 star rating,6 reviews,££,Pubs
Flying Ferret,95 Huddersfield Road Shelley Huddersfield HD8,01484 769974,,https://www.yelp.co.uk/biz/flying-ferret-huddersfield?osq=snooker,4.5 star rating,3 reviews,££,Pubs
Wickham Arms,15 St Peg Lane Cleckheaton BD19 3SA,01274 873936,,https://www.yelp.co.uk/biz/wickham-arms-cleckheaton?osq=snooker,4 star rating,,££,Pubs
All Bar One,27 East Parade Leeds LS1 5BN,0113 245 2485,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.allbarone.co.uk%2Fnational-search%2Fyorkshire-and-the-humber%2Fall-bar-one-greek-street-leeds&cachebuster=1639574058&website_link_type=website&src_bizid=CkzfxXr-lFXggiWTv3H_cQ&s=915d2cf4b46f12d3eb1560a22e4fdc6824250f09be9f86b3e172e09497eb8ea4,https://www.yelp.co.uk/biz/all-bar-one-leeds?osq=snooker,3 star rating,11 reviews,££,"Wine Bars, Gastro Pubs, Burgers"
The Yard,30 Brook Street Ilkley LS29 8DE,01943 609606,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.theyardilkley.co.uk&cachebuster=1639574062&website_link_type=website&src_bizid=Anjhyi1ZxPNbdLJjj0AZ4g&s=0f8d76b695a6adf7f19509e3f77ff3be46ebdff03310b3a2eb87cf209ecc00b5,https://www.yelp.co.uk/biz/the-yard-ilkley?osq=snooker,4 star rating,4 reviews,£££,"Pubs, Burgers"
Innis & Gunn Brewery,81-83 Lothian Road Edinburgh EH3 9AW,0131 228 6392,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fthebeerkitchen.co.uk%2F&cachebuster=1639574068&website_link_type=website&src_bizid=b8-lt7cnQpcvHM6Qre-WZA&s=fe3e91adb2bfa75408cbfce9d2400090ff2ee5bf131992f7976fdef033cedd3b,https://www.yelp.co.uk/biz/innis-and-gunn-brewery-edinburgh-2?osq=pubs,4 star rating,68 reviews,££,"Seafood, Bars, Breakfast & Brunch"
Charwood,Fairmilehead 47 Buckstone Terrace Edinburgh EH10 6QJ,0131 445 2233,,https://www.yelp.co.uk/biz/charwood-edinburgh?osq=Billiards,3 star rating,3 reviews,££,"Pizza, Bars"
Vine Bar,43-47 North Junction Street Edinburgh EH6 6HS,,,https://www.yelp.co.uk/biz/vine-bar-edinburgh?osq=snooker,2.5 star rating,5 reviews,££,Bars
Charwood,Fairmilehead 47 Buckstone Terrace Edinburgh EH10 6QJ,0131 445 2233,,https://www.yelp.co.uk/biz/charwood-edinburgh?osq=snooker,3 star rating,3 reviews,££,"Pizza, Bars"
Swanys Lounge Bar,1 Ratcliffe Terrace Edinburgh EH9 1SX,0131 667 8023,,https://www.yelp.co.uk/biz/swanys-lounge-bar-edinburgh?osq=snooker,3 star rating,6 reviews,££,"Pubs, Lounges"
Three Horse Shoes,16 Leeds Road Oulton West Yorkshire Leeds LS26 8JU,0113 282 2370,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.threehorseshoesoulton.co.uk%2F&cachebuster=1639574084&website_link_type=website&src_bizid=w0uwHm9hlbXWAx73XDWEXg&s=23608e640591e2555f5dfd8639845c386f7c186bb9e8f443c2a3121254e9b6af,https://www.yelp.co.uk/biz/three-horse-shoes-leeds-2?osq=pubs,3 star rating,6 reviews,££,Pubs
Bar 15,15 Bull Green Halifax HX1 2RZ,01422 321223,,https://www.yelp.co.uk/biz/bar-15-halifax?osq=Billiards,2 star rating,5 reviews,££,Pubs
Bar 15,15 Bull Green Halifax HX1 2RZ,01422 321223,,https://www.yelp.co.uk/biz/bar-15-halifax?osq=snooker,2 star rating,5 reviews,££,Pubs
Waggon and Horses Outlane,805 New Hey Road Huddersfield HD3 3YP,01422 374764,,https://www.yelp.co.uk/biz/waggon-and-horses-outlane-huddersfield?osq=snooker,3 star rating,,££,Pubs
Portman & Pickles,Market Street Halifax HX1 1PB,,,https://www.yelp.co.uk/biz/portman-and-pickles-halifax?osq=snooker,3 star rating,,££,Pubs
The Parish,28 Kirkgate Huddersfield HD1 1QQ,01484 421950,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fparishpub.co.uk&cachebuster=1639574130&website_link_type=website&src_bizid=PjnlXOpZe_O3TbxMbrnp6Q&s=e221dd28eb279dffc895d8bbe114525eca33b6dd6da89b0bb44742208fa5519a,https://www.yelp.co.uk/biz/the-parish-huddersfield?osq=snooker,3 star rating,5 reviews,££,Pubs
Old Hatte Hotel,1 Trinity Street Huddersfield HD1 4DA,01484 412951,,https://www.yelp.co.uk/biz/old-hatte-hotel-huddersfield?osq=snooker,3 star rating,,££,Pubs
the new tyke,thornton road Bradford BD13,01274 883322,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.thenewtyke.co.uk&cachebuster=1639574137&website_link_type=website&src_bizid=SsapVvL-I0vHVdd3LE5ZIw&s=b429ad438d9cf0b47bf84e77f94169fc33aa314d2fc0a8b70eade1aeb61f5c0a,https://www.yelp.co.uk/biz/the-new-tyke-bradford?osq=snooker,3.5 star rating,3 reviews,££,"Pubs, Breweries, British"
Cellar Bar,51 Station Road Batley WF17 5SU,01924 444178,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.thecellarbar.weebly.com&cachebuster=1639574141&website_link_type=website&src_bizid=m_bK52KRY73ZN1SOAcTzvg&s=a9feba58793845694e51f8aec049d877dae5fc5a87dfbab3cd0411fde5f94664,https://www.yelp.co.uk/biz/cellar-bar-batley?osq=snooker,3.5 star rating,3 reviews,££,Pubs
The Three Sisters,139 Cowgate Edinburgh EH1 1JS,0131 622 6802,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.thethreesistersbar.co.uk&cachebuster=1639574147&website_link_type=website&src_bizid=Rzs_9BahUgS-AcEwrI46cA&s=9b3782f2ac10fd9d377de58d99f750db6205c6b7bca8f59aa6aa61f7f3a0c987,https://www.yelp.co.uk/biz/the-three-sisters-edinburgh?osq=pubs,3 star rating,51 reviews,££,"Bars, British"
WHISKI Bar & Restaurant,119 High Street The Royal Mile Edinburgh EH1 1SG,0131 556 3095,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.whiskibar.co.uk%2F&cachebuster=1639574149&website_link_type=website&src_bizid=qeFGUu1WPvMMNn5Hno6D-Q&s=223233ba6bfb6d932f712e8987cb8b8cd6342a689efefa644e9dadcc85116555,https://www.yelp.co.uk/biz/whiski-bar-and-restaurant-edinburgh?osq=pubs,4 star rating,150 reviews,££,"British, Whiskey Bars"
The Black Bull,12 Grassmarket Edinburgh EH1 2JU,0131 225 6636,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.blackbulledinburgh.co.uk%2F&cachebuster=1639574173&website_link_type=website&src_bizid=VK-6ymltTObhXqzQRgvrFA&s=22c7f4820f8d0765b1165b8aa5d58c1d2b0f80b502deefacb100f9d36288ff61,https://www.yelp.co.uk/biz/the-black-bull-edinburgh?osq=pubs,3.5 star rating,33 reviews,££,Pubs
Joseph Pearce,23 Elm Row Edinburgh EH7 4AA,0131 556 4140,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.bodabar.com&cachebuster=1639574176&website_link_type=website&src_bizid=sgawLt-htNEwUh8Wmp3hHQ&s=bc2fa98608175a3deda1e5c1e27d5fe8cba3b557e12943659a53209991362524,https://www.yelp.co.uk/biz/joseph-pearce-edinburgh?osq=pubs,4 star rating,42 reviews,££,"Gastro Pubs, Scandinavian, Breakfast & Brunch"
Barony Bar,81-85 Broughton Street Edinburgh EH1 3RJ,0131 556 9251,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.thebarony.co.uk&cachebuster=1639574179&website_link_type=website&src_bizid=XDiSzQa-3WVODgF23pFAFQ&s=043f06190f52fb0f1c81c87597a6684ceb68065018720445734c4d5f9519b768,https://www.yelp.co.uk/biz/barony-bar-edinburgh?osq=pubs,4 star rating,32 reviews,££,"Pubs, Gastro Pubs"
The Dexter,Wigton Lane Leeds LS17 8RZ,0113 203 4990,,https://www.yelp.co.uk/biz/the-dexter-leeds?osq=pubs,3 star rating,4 reviews,££,Pubs
The Olive Tree,188-190 Harrogate Road Chapel Allerton Leeds LS7 4NZ,0113 269 8488,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.olivetreegreekrestaurant.co.uk&cachebuster=1639574220&website_link_type=website&src_bizid=zQFh-vZtbOMqbelxMidzVQ&s=b4d62aaf08f4e0625c0acdeece1d83150413a55dbb5dd6645521857ed6530674,https://www.yelp.co.uk/biz/the-olive-tree-leeds-3?osq=pubs,4 star rating,14 reviews,£££,"Greek, Mediterranean, Bars"
White Swan,High Street Yeadon Leeds LS19 7TA,0113 345 1383,,https://www.yelp.co.uk/biz/white-swan-leeds?osq=pubs,4 star rating,7 reviews,££,Pubs
Calls Landing,36-38 The Calls Leeds LS2 7EW,0113 242 5299,,https://www.yelp.co.uk/biz/calls-landing-leeds?osq=pubs,4 star rating,9 reviews,££,Pubs
The Brown Cow,Inside Ember Inn Selby Road Whitkirk Leeds LS15 7AY,0113 264 6112,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.emberinns.co.uk%2Fnationalsearch%2Fyorkshireandthehumber%2Fthe-brown-cow-whitkirk&cachebuster=1639574230&website_link_type=website&src_bizid=afgV7xU5E9f6FnyrRI7bqA&s=463c08094e09411cb00eacf213cc2a31f9ccc8a8e3955425ea3017057bcf95bf,https://www.yelp.co.uk/biz/the-brown-cow-leeds?osq=pubs,3 star rating,6 reviews,££,"Pubs, British"
The Headingley Taps,Bennett Road Car Park Headingley Leeds LS6 3HN,0113 230 7168,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.theheadingleytapsleeds.co.uk&cachebuster=1639574234&website_link_type=website&src_bizid=xB8OFgpOgekgvV7McIm4wg&s=80f2cf90d417a80fea6a935e95788db61bb7cde7f0c0bbe489f508258322df54,https://www.yelp.co.uk/biz/the-headingley-taps-leeds?osq=pubs,3.5 star rating,12 reviews,££,Pubs
Aire Of The Dog,5 Cardigan Fields Road Leeds LS4 2DG,0113 203 8752,,https://www.yelp.co.uk/biz/aire-of-the-dog-leeds?osq=pubs,3.5 star rating,11 reviews,££,"Pubs, British"
Fox and Newt Brewpub,9 Burley Street Leeds LS3 1LD,0113 245 4527,,https://www.yelp.co.uk/biz/fox-and-newt-brewpub-leeds?osq=pubs,4 star rating,8 reviews,££,Brewpubs
Rodley Barge,182-184 Town Street Rodley Leeds LS13 1HP,0113 257 4606,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.therodleybarge.co.uk&cachebuster=1639574245&website_link_type=website&src_bizid=-LLHKN4suZi2V04HIUOpKg&s=78bb994db2811033e25ec48838632c1f450b42a4d9643e3f4b1a8033b0d26040,https://www.yelp.co.uk/biz/rodley-barge-leeds?osq=pubs,3.5 star rating,6 reviews,££,Pubs
Fox & Grapes,York Road Leeds LS15 4NJ,0113 393 5009,,https://www.yelp.co.uk/biz/fox-and-grapes-leeds?osq=pubs,2.5 star rating,2 reviews,££,Pubs
Black Bull Tavern,43 Leith Street Edinburgh EH1 3AT,0131 557 5121,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.belhavenpubs.co.uk%2Fpubs%2Fmidlothian%2Fblack-bull%2F&cachebuster=1639574254&website_link_type=website&src_bizid=vvB8ebrUsjfNqwWjk4G4OQ&s=190cc38002ebf2f4751efdc9b7a618138e2d89be49488f8e586c1adc55d267bd,https://www.yelp.co.uk/biz/black-bull-tavern-edinburgh?osq=pubs,4 star rating,17 reviews,££,Pubs
The Voodoo Rooms,19A West Register Street Edinburgh EH2 2AA,0131 556 7060,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.thevoodoorooms.com&cachebuster=1639574257&website_link_type=website&src_bizid=zc_ptb03jQiXnWGwmpAk0A&s=5988e4f9a4e558536646a7ddcea68bc012da0c5bd2553c2b770dded7025b93a9,https://www.yelp.co.uk/biz/the-voodoo-rooms-edinburgh?osq=pubs,4 star rating,71 reviews,££,"Lounges, Music Venues, Gastro Pubs"
