Name,Title,Practice affiliation,Address,Phone,Website,Email,YELP Profile
"Sacramento Ear, Nose & Throat - Roseville",,,"2 Medical Plaza Dr Ste 235 Roseville, CA 95661",(916) 782-1291,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.sacent.com&cachebuster=1647086002&website_link_type=website&src_bizid=ziYX5IKLdYk5YUWeodJ1vw&s=88c0c57ea35684c6ac958ca3a4086adc46993106218ca2c7bc5bf22e43f22ad5,,https://www.yelp.com/biz/sacramento-ear-nose-and-throat-roseville-roseville-2?osq=Pediatrician
Sutter Walk-In Care El Dorado Hills,,,"3919 Park Dr Ste 80 El Dorado Hills, CA 95762",(800) 972-5547,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fmyhealthonline.sutterhealth.org%2Fmho%2Fscheduling%2Fonmyway%2F%3FrfvID%3D111%26dispGroups%3D27303%26utm_medium%3Dsocial%26utm_source%3Dyelp%26utm_campaign%3Dvalley-yelp-facility%26utm_content%3Dbranded-url&cachebuster=1647086021&website_link_type=website&src_bizid=7bNgK-aug-t4DooWNd3Reg&s=35c4a3d41b4c0c5328a51cf7b02516ecd0885e7782d3a1960113a507c91477a0,,https://www.yelp.com/adredir?ad_business_id=7bNgK-aug-t4DooWNd3Reg&campaign_id=aPpth6dL0qWyvka7BIrvaw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsutter-walk-in-care-el-dorado-hills-el-dorado-hills-2&request_id=b467d44a9c8f7281&signature=62894189d2ff017fd4bd11a30bfa1540618b3fc752019a7521173c64738f94ef&slot=0
"Sajiv Saxena, MD",,,"632 W Gibson Rd Woodland, CA 95695",(530) 668-2600,N/a,,https://www.yelp.com/biz/sajiv-saxena-md-woodland?osq=Pediatrician
"Priya Chib, MD",,,"632 W Gibson Rd Woodland, CA 95695",(530) 668-2600,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.dhmf.org%2Fwoodland&cachebuster=1647086038&website_link_type=website&src_bizid=Mrjw2t0ZTY_vsa_eNXYK2Q&s=d6297ca0dc63963827cb4af3cfc575bf79db45f205d9f25b9b9db9f2429657a2,,https://www.yelp.com/biz/priya-chib-md-woodland?osq=Pediatrician
Kids Care Dental & Orthodontics - Folsom,,,"1310 E Bidwell St Folsom, CA 95630",(916) 984-6200,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.kidscaredental.com%2Flocations%2Ffolsom%2F%3Futm_source%3DSocial%26utm_medium%3DYelp%26utm_campaign%3DYelp&cachebuster=1647086073&website_link_type=website&src_bizid=xYtv9F8e4jiLEwD-gtBAFw&s=a4254bf36efb5f6ebb10cb59520700834536fcdf746bc06e0c8cecb1c7e74d52,,https://www.yelp.com/adredir?ad_business_id=xYtv9F8e4jiLEwD-gtBAFw&campaign_id=QutNHpujhOVl1qi-kV3lSQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkids-care-dental-and-orthodontics-folsom-folsom&request_id=3ef57723ae0720b6&signature=9466e52b9fe461bc9348aaa0ee26fcdf70e897145155348a88c659c6b352cc07&slot=0
Dignity Health Medical Foundation - East Woodland Urgent Care,,,"2081 Bronze Star Dr Woodland, CA 95776",(530) 490-4680,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fsacramento%2Fmedical-group%2Fwoodland-davis%2Fservices%2Furgent-care&cachebuster=1647086092&website_link_type=website&src_bizid=o_7MoR47DmqCEFZ2fHNt3w&s=502e96dc79d65b1a6d149a1d7e65fbb6a70bfd4d1b1e1c98e483c55f1b4c463a,,https://www.yelp.com/adredir?ad_business_id=o_7MoR47DmqCEFZ2fHNt3w&campaign_id=Dr80KDHyv5VwXRW7aJu5sQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdignity-health-medical-foundation-east-woodland-urgent-care-woodland-2&request_id=79865fb83e48406b&signature=5b5c940047e37d064aa522637f8c3cebe7b52d16ced4279c3c4089dda55536fb&slot=0
Dentists of El Dorado Hills,,,"3381 Bass Lake Rd Ste 140 El Dorado Hills, CA 95762",(916) 436-3080,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2FDentistsofElDoradoHills.com%3Fsc_cid%3DYelp%3AO%3AGP%3A465%3AOrganic_Search%3AGeneral%3Ana&cachebuster=1647086098&website_link_type=website&src_bizid=4kqASRktoqls6CrtSyMgVg&s=7e5b813647959e084f6287d52c18827739f5067a98da6a77b3f9f7e5a63c993e,,https://www.yelp.com/adredir?ad_business_id=4kqASRktoqls6CrtSyMgVg&campaign_id=y6Tm35J4-RjKHNcA2W-CHw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdentists-of-el-dorado-hills-el-dorado-hills&request_id=7874138f83439b0b&signature=3db082581915d9c679b564f23839920ede66542a8b8007aeefa3473939df4a8c&slot=0
"William R Warden, MD",,Sutter Medical Foundation ,"3100 Douglas Blvd. Roseville, CA 95661",(916) 774-8500,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-william-warden%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647086105&website_link_type=website&src_bizid=v4EhaJ4bzT078YsCkj1anA&s=509696d0eb286c39dd810cefe2b5d081c300519f2ed99a41cc71608535c6ec75,,https://www.yelp.com/adredir?ad_business_id=v4EhaJ4bzT078YsCkj1anA&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwilliam-r-warden-md-roseville&request_id=5e0fd7c1112c3ad0&signature=599d9ee59ecd99dfba21b29343e93ae5d9d061917dcb5a4228418c07f8569b3b&slot=0
"Samuel Siegel, MD",,,"632 W Gibson Rd Woodland, CA 95695",(530) 668-2600,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fsacramento%2Fmedical-group%2Fwoodland-davis&cachebuster=1647086110&website_link_type=website&src_bizid=fAx9b2nYn45BXahWdnpB5g&s=80b341718b38160898bcac20866ee4fc1bfdb94cfce24785a216ef40b4185bb2,,https://www.yelp.com/biz/samuel-siegel-md-woodland?osq=Pediatrician
Western Dental & Orthodontics,,,"5261 Elkhorn Blvd Sacramento, CA 95842",(916) 603-3199,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwesterndental.com%2Fen-us%2Ffind-a-location%2Fcalifornia%2Fsacramento%2F5261-elkhorn-blvd%3Futm_source%3DYelp&cachebuster=1647086136&website_link_type=website&src_bizid=BxCtkk2eVcm-NVmae0EvRA&s=f70fb02c6ef8b95670753d912d849e0c79fb26281a618371d1e93e5cc03b70c0,,https://www.yelp.com/adredir?ad_business_id=BxCtkk2eVcm-NVmae0EvRA&campaign_id=EshiYv0PVu_r92TVqc_9BQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwestern-dental-and-orthodontics-sacramento&request_id=9260c80bbebfd697&signature=b03174df1a7c0c1077d54dd88bacb23cdd7b851071157cc5a20455fbd435d845&slot=0
Dignity Health Medical Foundation - Woodland and Davis,,,"632 W Gibson Rd Woodland, CA 95695",(530) 631-1704,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Flocations.dignityhealth.org%2Fdignity-health-medical-foundation-woodland-and-davis&cachebuster=1647086179&website_link_type=website&src_bizid=tedpcwm6MJxAj8RXAtwJXg&s=822780f2951e7af4108e3c0dea00db22ee1128cee7c959fca37425f3bfce5c65,,https://www.yelp.com/adredir?ad_business_id=tedpcwm6MJxAj8RXAtwJXg&campaign_id=Dr80KDHyv5VwXRW7aJu5sQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdignity-health-medical-foundation-woodland-and-davis-woodland&request_id=a707560514fb125e&signature=97ed385be4fd0819b615d9d789c6ccd0349b991942272d0935bd72306fccc3de&slot=1
"Anthony V Huynh, DO",,Sutter Medical Foundation ,"3100 Douglas Blvd. Suite 204 Roseville, CA 95661",(916) 774-8885,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-anthony-v-huynh%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647086183&website_link_type=website&src_bizid=NEyyB7JtT2jrt7gcQHg-rQ&s=33da2390fec110c5642e0a64f99aa3264d75b0927f90e4634dd157520a47d889,,https://www.yelp.com/adredir?ad_business_id=NEyyB7JtT2jrt7gcQHg-rQ&campaign_id=aJHog0iP2-JKSNpIaW7VWw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fanthony-v-huynh-do-roseville-2&request_id=b791aa0a21d81383&signature=9f64c1c4da14556d6bdd669599206740233eb811996783df54ed1476ce2adc40&slot=1
MED7 Urgent Care Center,,,"701 Sunrise Ave Roseville, CA 95662",(916) 772-6337,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fcarbonhealth.com%2Flocations%2Froseville-ca%3Futm_source%3Dyelp%26utm_medium%3Dorganic%26utm_campaign%3Dlocal-listing%26utm_term%3Droseville-ca%26utm_content%3Dwebsite&cachebuster=1647086196&website_link_type=website&src_bizid=H6g1CjAahmCIdMpT5PK-4A&s=f99c29a3bc7b92be38b1e091e86712a38696618f2e3c09b15592595c4f386c60,,https://www.yelp.com/adredir?ad_business_id=H6g1CjAahmCIdMpT5PK-4A&campaign_id=2K4XK8QbMbyLLqvdDMcYjw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmed7-urgent-care-center-roseville&request_id=816fb7e4089140d0&signature=07b114f64aa52f5630447da05e1be182f3cb617bacb97b3d7b5566642be368e6&slot=0
Western Dental & Orthodontics,,,"7141 Fair Oaks Blvd Carmichael, CA 95608",(916) 245-8765,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.westerndental.com%2Fen-us%2Fmake-an-appointment-online%3Futm_source%3DYelp&cachebuster=1647086315&website_link_type=website&src_bizid=gRTGhEeAZfY6A4ZpbYFMxw&s=d69967b938e4ca92f7e91d2d3e40bca53fe4d32ee6b94a4329eca49ac7cf3245,,https://www.yelp.com/adredir?ad_business_id=gRTGhEeAZfY6A4ZpbYFMxw&campaign_id=EshiYv0PVu_r92TVqc_9BQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwestern-dental-and-orthodontics-carmichael&request_id=787b1e2f42d3381b&signature=a0579b19a02fe77f2025e43c9e5737a2e9d8452547b191e9120f8d0032e86fdd&slot=0
"Kevin Trude, MD MPH FAAP",,Sutter Medical Foundation,"3100 Douglas Blvd. Roseville, CA 95661",(916) 774-8500,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-kevin-trude%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647086351&website_link_type=website&src_bizid=n0j9-_6ogvGUXq2SilKFzw&s=abad8799251f92de53455600d4dfd1b4ae14e654eac72a41e3ae4b37bf9584f5,,https://www.yelp.com/adredir?ad_business_id=n0j9-_6ogvGUXq2SilKFzw&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkevin-trude-md-mph-faap-roseville&request_id=7aed9d884dce3f3e&signature=e1a429845b119f50a85da0de5f7c2a3093bb4cab4179fee9b933da6131a88bf9&slot=0
"Tania Rezai, MD",,Sutter Medical Foundation ,"5765 Greenback Lane Sacramento, CA 95841",(916) 865-1040,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-tania-rezai%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647086454&website_link_type=website&src_bizid=DxkuoWQIow4Y8kHt5jiYiA&s=5323137e3d2d28cf64f7f88f8c135125c89391c48e89717e614ba01dd39e62df,,https://www.yelp.com/adredir?ad_business_id=DxkuoWQIow4Y8kHt5jiYiA&campaign_id=aJHog0iP2-JKSNpIaW7VWw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftania-rezai-md-sacramento&request_id=5dd9ea163590a0a9&signature=9fcda3fd636de542f3f761d10378bb2315283c77e62180393f896098b6bcd961&slot=0
MED7 Urgent Care Center,,,"1201 E Bidwell St Folsom, CA 95630",(916) 447-6337,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fcarbonhealth.com%2Flocations%2Ffolsom-ca%3Futm_source%3Dyelp%26utm_medium%3Dorganic%26utm_campaign%3Dlocal-listing%26utm_term%3Dfolsom-ca%26utm_content%3Dwebsite&cachebuster=1647086504&website_link_type=website&src_bizid=F5nLPAnxxZxCkoAEjwc47w&s=39fd33f2ef92fa05a7dea156ba1b36934cc7440be4025cf46171268fca1e4203,,https://www.yelp.com/adredir?ad_business_id=F5nLPAnxxZxCkoAEjwc47w&campaign_id=wPPpIbPxYHqoC8w3y5wGdQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmed7-urgent-care-center-folsom&request_id=0fa42f8f0f4ce0a6&signature=7ae26e30e17fd53845ae590baaab480c25eeb73b4127de2508534ed1465287e3&slot=0
The Villas at Stanford Ranch,,,"1430 W Stanford Ranch Rd Rocklin, CA 95765",(916) 741-7050,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fthevillasatstanfordranch.com&cachebuster=1647086508&website_link_type=website&src_bizid=qKD5ag7lv_6Jv4sO3-COaA&s=0742268479ffb1bcfad3929a256c3b15d9aa8507dbfd26c0c2e87e7e64efc8d3,,https://www.yelp.com/adredir?ad_business_id=qKD5ag7lv_6Jv4sO3-COaA&campaign_id=2qv3VWK44EaAbVKnjNEaRw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-villas-at-stanford-ranch-rocklin&request_id=7df22bc796eb6731&signature=2b2bb295668c420ba4c70eb38e73dd7585d58bb056eead3c25e94a090fbfa179&slot=1
Rancho Cordova Smiles Dentistry,,,"4022 Sunrise Blvd Ste 160 Rancho Cordova, CA 95742",(279) 972-4926,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2FRanchoCordovaSmilesDentistry.com%3Fsc_cid%3DYelp%3AO%3AGP%3A441%3AOrganic_Search%3AGeneral%3Ana&cachebuster=1647086681&website_link_type=website&src_bizid=khGExnqKEte-oeJKOxMxnQ&s=fbc537e6756b9ef8c0a076548cbe75c4ca329960870963f5c1597bc32a35dbe7,,https://www.yelp.com/adredir?ad_business_id=khGExnqKEte-oeJKOxMxnQ&campaign_id=KKW3HePE0p1hBouUQ39Z6w&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Francho-cordova-smiles-dentistry-rancho-cordova-2&request_id=12fa09ed1d9fc96a&signature=c1e58b896e88365c1122f14c65c65d50877ce107a07880c5743088d92c04627a&slot=1
My Kid's Dentist & Orthodontics,,,"2041 Bronze Star Dr Ste 300 Woodland, CA 95776",(530) 309-0050,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.mkdwoodland.com%3Fsc_cid%3DYelp%3AO%3AKD%3A7247%3AOrganic_Search%3AGeneral%3Ana&cachebuster=1647086727&website_link_type=website&src_bizid=uVsy7xXx0yWpIkjehmWbmQ&s=a3499388b645a1c8ce5efa7675eff1f8b94fda7c9a2e39a5b9ec2c062c3b6fe2,,https://www.yelp.com/adredir?ad_business_id=uVsy7xXx0yWpIkjehmWbmQ&campaign_id=SgmL40lrg_1GjX93N6Id5A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmy-kids-dentist-and-orthodontics-woodland&request_id=844ccac03627ec29&signature=4f325a1e7721f26ed7d17dcc93ae4d58ce4a94838688825ee0e9d3ac6ad72f57&slot=0
The Joint Chiropractic,,,"5430 Crossings Dr Ste 102 Rocklin, CA 95677",(916) 249-8187,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.thejoint.com%2Fcalifornia%2Frocklin%2Frocklin-31090&cachebuster=1647086864&website_link_type=website&src_bizid=CuaJYw6OT3ZwXplAT6H0pg&s=a29afea033c5cd0d482921cd6cc5cf13b6456da2f799c9da4142097eac2804df,,https://www.yelp.com/adredir?ad_business_id=CuaJYw6OT3ZwXplAT6H0pg&campaign_id=mawRqeqSVlVN-FAUIz2tug&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-joint-chiropractic-rocklin-3&request_id=645e4527eb4e9e34&signature=12197bc5f07c3c08fb7822aed568bb37082e911dd4309ce3149a70c683aff8dc&slot=1
"Claire M Unis, MD",,Sutter Medical Foundation ,"11795 Education Street Suite 100 Auburn, CA 95602",(530) 886-2300,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-claire-unis%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647086870&website_link_type=website&src_bizid=mRpkaH0U_NZlET5pmL07eA&s=0005a07f76e4674123089ee24c44f7ea86951c739d398a8ee7c02fef3e215040,,https://www.yelp.com/biz/claire-m-unis-md-auburn?osq=Pediatrician
Western Dental & Orthodontics,,,"10321 Folsom Blvd Rancho Cordova, CA 95670",(916) 619-4310,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwesterndental.com%2Fen-us%2Ffind-a-location%2Fcalifornia%2Francho-cordova%2F10321-folsom-blvd%3Futm_source%3DYelp&cachebuster=1647086960&website_link_type=website&src_bizid=EmxTfyyATqbs13OQd-6bGQ&s=3cde52c653d2d8985501172c87cc498b14fdb84d3f1d5dee1aa92cd83586537e,,https://www.yelp.com/adredir?ad_business_id=EmxTfyyATqbs13OQd-6bGQ&campaign_id=EshiYv0PVu_r92TVqc_9BQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwestern-dental-and-orthodontics-rancho-cordova&request_id=683c5e52b7b7b96d&signature=2f01b8ae8d529b504b18ea85fdd2eda7bc8f6ec8b17da2a441fd06b875135a0c&slot=0
"Ann Troy, MD",,,"4000 Civic Center Dr Ste 201 San Rafael, CA 94903",(415) 479-8642,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.terralindapediatrics.com&cachebuster=1647087013&website_link_type=website&src_bizid=JtQvrWMS-D2r86fFlxEaZg&s=f8b7d490ee81d71031a161d4857a1e4113266ee6494625a352a394c500e62b09,,https://www.yelp.com/biz/ann-troy-md-san-rafael?osq=Pediatrician
"Joyce G Bradshaw, MD",,Sutter Medical Foundation ,"11795 Education St., #100 Auburn, CA 95602",(530) 886-2300,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-joyce-g-bradshaw%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647087041&website_link_type=website&src_bizid=iTuFIcC_otX49IbeW9JDPg&s=24b568ea191441631c757c3071cfca3ceabf4f45be1ba2e00a23eaa69000c210,,https://www.yelp.com/biz/joyce-g-bradshaw-md-auburn?osq=Pediatrician
Incline Dental Care,,,"231 Village Blvd Incline Village, NV 89451",(775) 298-4054,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.inclinedental.com&cachebuster=1647087060&website_link_type=website&src_bizid=U5TzPhE1MMvm2wMA-FEwZQ&s=5ce76e9bd180d66bb91210e33efa01ef55cd8547beeab96ca874bc595b0c681d,,https://www.yelp.com/adredir?ad_business_id=U5TzPhE1MMvm2wMA-FEwZQ&campaign_id=kHrP3uVTJGprZAwFQv5yjg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fincline-dental-care-incline-village&request_id=ad3d1a2f74e3b110&signature=b1c18fac44ba11b3aeabfb769feab89a8bf42b3c3be471d2e145b45d107f3b33&slot=0
"Sumit Johl, MD",,,"470 Del Norte Ave Peach Tree Pediatrics Yuba City, CA 95991",(530) 749-3242,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.pickpeach.org&cachebuster=1647087091&website_link_type=website&src_bizid=1kVkEOhMUUDwdAD2Bshm4A&s=e92765fb5fc5da863939273d9b548b9684b4a9fefe3b703a0a15e5914386489b,,https://www.yelp.com/biz/sumit-johl-md-yuba-city-5?osq=Pediatrician
Horus Dental,,,"1907 Douglas Blvd Ste 74 Roseville, CA 95661",(916) 773-7259,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.horusdental.com&cachebuster=1647087104&website_link_type=website&src_bizid=tTIeOnCdNwEQqfHYYTBOmA&s=940ccf4ca820e374ac9e23f8f11873d22e42b70429bacb6b03e7a3370a11848b,,https://www.yelp.com/adredir?ad_business_id=tTIeOnCdNwEQqfHYYTBOmA&campaign_id=XjGMxzbfDOnakXXo1qKsZg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fhorus-dental-roseville-2&request_id=22c427007305c968&signature=dcb8a2195c546dc3d09657ceb329128f93b929d850669009ba34ae18d5aca964&slot=0
"Craig C Corp, MD",,Sutter Medical Foundation ,"2050 Blue Oaks Blvd. Roseville, CA 95747",(916) 910-2300,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-craig-c-corp%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647087108&website_link_type=website&src_bizid=funVB9Ss6uDVRGrSoNfDSw&s=717ccedff7e16ea0e91757390778c8cb516acfbf78ba25981e31844e872aad7a,,https://www.yelp.com/adredir?ad_business_id=funVB9Ss6uDVRGrSoNfDSw&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcraig-c-corp-md-roseville&request_id=ade4119d82bcc668&signature=ebdb5195337ae2e961ca6b18a043d52b4b7d177391a0287f15f889b094c06cdf&slot=0
Carbon Health Urgent Care North Valleys,,,"280 Vista Knoll Pkwy Ste 106 Reno, NV 89506",(775) 434-0246,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fcarbonhealth.com%2Fnorth-valleys%3Flng%3Den&cachebuster=1647087189&website_link_type=website&src_bizid=0s3aD0_XUeRiFvwPVJi1jA&s=60b98da5d16b462eaee98bd97fa6c59fe3befcb6a59fd6b6418fed2fe1bcb091,,https://www.yelp.com/adredir?ad_business_id=0s3aD0_XUeRiFvwPVJi1jA&campaign_id=c41irNIwOgPx15Xwv7Wpeg&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcarbon-health-urgent-care-north-valleys-reno&request_id=d278c95a58f22380&signature=af9473e14a821ece98987ef3d696619cb62133b3ae743a34ad0da4c6b3823122&slot=3
"Douglas E Wagner, MD",,,"Grass Valley, CA 95945",,N/a,,https://www.yelp.com/biz/douglas-e-wagner-md-grass-valley?osq=Pediatrician
"Attia Abbasi, MD FAAP",,Sutter Medical Foundation ,"11795 Education Street Suite 100 Auburn, CA 95602",(530) 886-2300,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-attia-abbasi%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647087199&website_link_type=website&src_bizid=MFppRFsarDzpyFZ9LeQRcA&s=9fc71d3945b2832d505acce4d566fb7f9ea4a47a367aee983f3869d78448f78a,,https://www.yelp.com/adredir?ad_business_id=MFppRFsarDzpyFZ9LeQRcA&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fattia-abbasi-md-faap-auburn&request_id=d278c95a58f22380&signature=3abe076a76211e8bab837661b4461f6e30e6f9fab6b84ee349e275d3ed1137f1&slot=0
"Rachel E Morrissey, MD",,Sutter Medical Foundation ,"685 Twelve Bridges Drive Suite B Lincoln, CA 95648",(916) 408-5915,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-rachel-e-louie%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647087203&website_link_type=website&src_bizid=30tslaCQutJHL3gYk_FfQQ&s=75517f5af0fe1f676c72eb10cd5dc79db226dd8b13e049b9347636f86b52139c,,https://www.yelp.com/adredir?ad_business_id=30tslaCQutJHL3gYk_FfQQ&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Frachel-e-morrissey-md-lincoln-2&request_id=e6144732d33fbc70&signature=fbf6585afaa30951bbef8f46a0697586de947d83d4f292654cad951ee4cca584&slot=0
Couples Resource Collective,,,"2050 Lyndell Ter Ste 130 Davis, CA 95616",(916) 426-6567,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.couplesresourcecollective.org&cachebuster=1647087216&website_link_type=website&src_bizid=O73hkTh4hl6yg2dqTQ-i8Q&s=d1d80845352e7cafcc7dc750a09fddd3de97da1e05be1c617cfc039ecb24ca9a,,https://www.yelp.com/adredir?ad_business_id=O73hkTh4hl6yg2dqTQ-i8Q&campaign_id=xCUDrmrO9DtlWwtgngJbTw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcouples-resource-collective-davis&request_id=ef380cbc73a88909&signature=8ccf95b799161eb092af408bbdf5a6d3732eba2712cf066a6b2b67c7654dc2a2&slot=0
"Leland J. Davis, MD",,,"131 Stony Circle Suite 1600 Santa Rosa, CA 95403",(707) 521-8966,N/a,,https://www.yelp.com/biz/leland-j-davis-md-santa-rosa?osq=Pediatrician
